proteinA	proteinB
id_1484	id_322
id_592	id_1595
id_1418	id_94
id_426	id_2045
id_920	id_2189
id_1263	id_200
id_1223	id_2489
id_1822	id_1129
id_2012	id_83
id_2299	id_1148
id_1328	id_1060
id_1488	id_1318
id_1575	id_1096
id_689	id_1100
id_555	id_576
id_2153	id_1689
id_1021	id_702
id_457	id_1522
id_1374	id_1656
id_763	id_2337
id_1435	id_1944
id_1433	id_1579
id_970	id_59
id_1163	id_1948
id_2393	id_380
id_532	id_1634
id_1196	id_854
id_431	id_289
id_859	id_348
id_2414	id_59
id_526	id_1579
id_1411	id_1944
id_201	id_2337
id_2373	id_1656
id_1796	id_1522
id_146	id_702
id_1569	id_1689
id_1163	id_1383
id_2393	id_1916
id_532	id_1272
id_1196	id_2118
id_431	id_2146
id_859	id_1147
id_2414	id_103
id_526	id_78
id_1411	id_1075
id_201	id_1195
id_2373	id_76
id_1796	id_2049
id_146	id_1867
id_1569	id_2465
id_1344	id_642
id_514	id_767
id_1095	id_2022
id_1061	id_158
id_2487	id_2434
id_528	id_1238
id_1157	id_1212
id_2261	id_944
id_117	id_2453
id_239	id_710
id_1797	id_524
id_1749	id_2029
id_1156	id_1675
id_2474	id_1886
id_796	id_1576
id_2436	id_2329
id_500	id_392
id_1125	id_2274
id_2043	id_1919
id_2105	id_135
id_1662	id_2357
id_695	id_2047
id_819	id_1544
id_1395	id_2286
id_1309	id_1245
id_1484	id_867
id_592	id_1265
id_1418	id_1655
id_426	id_2131
id_920	id_1206
id_1263	id_432
id_1223	id_440
id_1822	id_748
id_2012	id_1949
id_2299	id_9
id_1328	id_2422
id_1488	id_463
id_1575	id_2164
id_689	id_690
id_555	id_723
id_2153	id_525
id_1021	id_2447
id_457	id_1962
id_1374	id_808
id_763	id_1627
id_1435	id_2027
id_1433	id_855
id_970	id_848
id_1163	id_1728
id_2393	id_1239
id_532	id_259
id_1196	id_2094
id_431	id_1097
id_859	id_2202
id_2414	id_2472
id_526	id_251
id_1411	id_42
id_201	id_33
id_2373	id_607
id_1796	id_197
id_1163	id_448
id_1383	id_1850
id_1916	id_415
id_1272	id_1062
id_2118	id_1122
id_2146	id_478
id_1147	id_1392
id_103	id_156
id_78	id_221
id_1075	id_2004
id_1195	id_317
id_76	id_1983
id_2049	id_842
id_1867	id_1179
id_2465	id_1776
id_642	id_2467
id_767	id_1366
id_2022	id_1289
id_158	id_1898
id_2434	id_302
id_1238	id_345
id_1212	id_2292
id_944	id_649
id_1516	id_1042
id_2453	id_2327
id_710	id_27
id_524	id_53
id_2029	id_1116
id_1675	id_1297
id_1886	id_651
id_1576	id_1765
id_2329	id_520
id_392	id_1391
id_2274	id_1869
id_1919	id_1937
id_135	id_264
id_2357	id_2132
id_2047	id_1305
id_1544	id_1120
id_2286	id_2156
id_1245	id_376
id_1265	id_2314
id_1655	id_2370
id_2131	id_2485
id_1206	id_139
id_432	id_2163
id_440	id_1670
id_748	id_912
id_1949	id_1546
id_9	id_2377
id_2422	id_834
id_463	id_445
id_2164	id_1862
id_690	id_2530
id_723	id_1080
id_525	id_541
id_2447	id_1356
id_1962	id_1872
id_808	id_2187
id_1627	id_934
id_2027	id_1183
id_855	id_1640
id_848	id_102
id_1728	id_1508
id_1239	id_2229
id_259	id_1193
id_2094	id_1831
id_1097	id_226
id_2202	id_13
id_2472	id_1189
id_251	id_442
id_42	id_1676
id_33	id_44
id_607	id_1682
id_197	id_641
id_448	id_2317
id_1383	id_1292
id_1916	id_219
id_2118	id_882
id_2146	id_414
id_1147	id_530
id_103	id_2297
id_78	id_1094
id_1075	id_1444
id_1195	id_386
id_76	id_1771
id_2049	id_402
id_1867	id_1921
id_2465	id_630
id_642	id_1130
id_767	id_1648
id_2022	id_814
id_158	id_1259
id_2434	id_963
id_1238	id_2188
id_1212	id_311
id_944	id_341
id_1516	id_2510
id_2453	id_2151
id_710	id_475
id_524	id_1307
id_2029	id_2379
id_1675	id_294
id_1886	id_1613
id_1576	id_522
id_2329	id_2062
id_392	id_1092
id_2274	id_2356
id_1919	id_304
id_135	id_1299
id_2357	id_2192
id_2047	id_714
id_1544	id_1974
id_2286	id_2419
id_1245	id_413
id_1265	id_410
id_1655	id_1700
id_2131	id_1275
id_1206	id_344
id_432	id_1304
id_440	id_2362
id_748	id_1447
id_1949	id_1888
id_9	id_1481
id_2422	id_153
id_463	id_466
id_2164	id_1587
id_690	id_331
id_723	id_1995
id_525	id_1071
id_2447	id_229
id_1962	id_1113
id_808	id_2505
id_1627	id_2376
id_2027	id_120
id_855	id_1498
id_848	id_185
id_1728	id_1824
id_1239	id_929
id_259	id_2014
id_2094	id_1347
id_1097	id_1734
id_2202	id_2401
id_2472	id_193
id_251	id_1617
id_42	id_1762
id_33	id_2232
id_607	id_1240
id_197	id_1733
id_448	id_1988
id_1383	id_2064
id_1916	id_128
id_2118	id_421
id_2146	id_2006
id_1147	id_2242
id_103	id_2244
id_78	id_2125
id_1075	id_2260
id_1195	id_1895
id_76	id_471
id_2049	id_2349
id_1867	id_2051
id_2465	id_1795
id_642	id_1903
id_767	id_2466
id_2022	id_2228
id_158	id_168
id_2434	id_2119
id_1238	id_36
id_1212	id_101
id_944	id_1813
id_1516	id_2493
id_2453	id_605
id_710	id_1938
id_524	id_196
id_2029	id_1996
id_1675	id_1684
id_2329	id_1204
id_392	id_315
id_1919	id_861
id_135	id_2093
id_2357	id_1704
id_2047	id_835
id_1544	id_1135
id_2286	id_214
id_1245	id_2262
id_1265	id_1502
id_1655	id_1868
id_2131	id_1317
id_1206	id_1038
id_432	id_876
id_440	id_1348
id_748	id_1450
id_1949	id_1773
id_9	id_783
id_463	id_2469
id_2164	id_1854
id_690	id_506
id_723	id_627
id_525	id_1756
id_1962	id_2355
id_1627	id_1287
id_2027	id_1379
id_855	id_1802
id_848	id_1126
id_1728	id_1652
id_1239	id_1930
id_259	id_931
id_2094	id_1786
id_1097	id_793
id_2202	id_519
id_2472	id_390
id_251	id_972
id_42	id_1099
id_33	id_2313
id_607	id_2095
id_197	id_2204
id_448	id_279
id_1383	id_220
id_1916	id_2400
id_2146	id_318
id_1147	id_2307
id_103	id_652
id_78	id_2444
id_1075	id_858
id_1195	id_1861
id_2049	id_1691
id_1867	id_1405
id_2465	id_1870
id_642	id_631
id_767	id_296
id_2022	id_1780
id_158	id_1247
id_2434	id_2018
id_1238	id_439
id_1212	id_495
id_944	id_1118
id_1516	id_1973
id_2453	id_1266
id_710	id_223
id_524	id_1842
id_2029	id_195
id_1675	id_1244
id_1886	id_1732
id_1576	id_3
id_2329	id_2320
id_392	id_1045
id_2274	id_473
id_1919	id_1793
id_135	id_1750
id_2357	id_1591
id_1544	id_2011
id_2286	id_454
id_1245	id_474
id_1265	id_107
id_1655	id_2382
id_2131	id_1288
id_1206	id_2339
id_432	id_1194
id_440	id_496
id_748	id_1960
id_1949	id_829
id_2422	id_1826
id_463	id_1170
id_2164	id_1210
id_690	id_446
id_723	id_1889
id_525	id_337
id_2447	id_484
id_1962	id_880
id_808	id_694
id_1627	id_1286
id_848	id_728
id_1728	id_1621
id_1239	id_877
id_259	id_845
id_2094	id_19
id_1097	id_715
id_2202	id_1088
id_2472	id_40
id_251	id_1469
id_42	id_1431
id_33	id_1981
id_607	id_1485
id_197	id_2100
id_448	id_611
id_1383	id_1470
id_1916	id_2180
id_2118	id_1500
id_2146	id_2408
id_1147	id_1040
id_103	id_378
id_78	id_2147
id_1075	id_2032
id_1195	id_1957
id_76	id_379
id_2049	id_1530
id_1867	id_2081
id_2465	id_1834
id_642	id_2143
id_767	id_1666
id_2022	id_1830
id_158	id_2110
id_2434	id_234
id_1238	id_2315
id_1212	id_2423
id_944	id_12
id_1516	id_2020
id_2453	id_114
id_710	id_1032
id_524	id_1663
id_2029	id_587
id_1675	id_1668
id_1886	id_1107
id_2329	id_697
id_392	id_1323
id_2274	id_96
id_1919	id_2057
id_135	id_1159
id_2357	id_2133
id_2047	id_351
id_2286	id_1558
id_1245	id_531
id_1265	id_1671
id_1655	id_1851
id_2131	id_804
id_1206	id_2344
id_432	id_2194
id_440	id_1711
id_748	id_827
id_1949	id_273
id_9	id_2128
id_2422	id_2464
id_2164	id_2083
id_690	id_1131
id_525	id_2206
id_2447	id_1176
id_1962	id_1677
id_2027	id_665
id_855	id_305
id_848	id_1437
id_1728	id_2185
id_1239	id_1784
id_259	id_1321
id_2094	id_1106
id_1097	id_1474
id_2202	id_2050
id_2472	id_287
id_251	id_321
id_42	id_2323
id_33	id_927
id_607	id_288
id_197	id_284
id_448	id_1487
id_1383	id_2310
id_1916	id_2439
id_2118	id_1146
id_2146	id_2166
id_1147	id_1300
id_103	id_365
id_78	id_174
id_1075	id_358
id_1195	id_1390
id_76	id_535
id_2049	id_915
id_1867	id_935
id_2465	id_2068
id_642	id_1503
id_767	id_343
id_2022	id_26
id_158	id_1924
id_2434	id_536
id_1238	id_534
id_1212	id_573
id_944	id_537
id_1516	id_1585
id_710	id_653
id_524	id_2031
id_2029	id_1451
id_1675	id_1593
id_1886	id_2410
id_1576	id_2512
id_2329	id_450
id_392	id_207
id_2274	id_735
id_1919	id_99
id_135	id_2013
id_2357	id_2306
id_2047	id_134
id_1544	id_1281
id_2286	id_1764
id_1245	id_97
id_1265	id_966
id_1655	id_1493
id_2131	id_1278
id_1206	id_1611
id_432	id_1927
id_440	id_1506
id_748	id_2352
id_1949	id_1105
id_9	id_125
id_2422	id_86
id_463	id_2351
id_2164	id_2468
id_690	id_2172
id_723	id_811
id_525	id_1754
id_2447	id_1980
id_1962	id_2251
id_808	id_16
id_1627	id_1349
id_2027	id_2470
id_855	id_430
id_848	id_2227
id_1728	id_1751
id_1239	id_104
id_259	id_1647
id_2094	id_1745
id_1097	id_1644
id_2202	id_1398
id_2472	id_1998
id_251	id_539
id_42	id_2524
id_33	id_559
id_607	id_1590
id_197	id_2446
id_448	id_683
id_1383	id_1472
id_2118	id_1770
id_2146	id_2282
id_1147	id_498
id_103	id_269
id_78	id_646
id_1075	id_2008
id_1195	id_1768
id_76	id_2248
id_2049	id_8
id_1867	id_397
id_2465	id_515
id_767	id_1057
id_2022	id_2479
id_2434	id_629
id_1238	id_1846
id_1212	id_648
id_944	id_1623
id_1516	id_2429
id_2453	id_1539
id_710	id_983
id_524	id_1989
id_2029	id_1034
id_1675	id_701
id_1886	id_2052
id_1576	id_91
id_2329	id_654
id_392	id_2195
id_2274	id_1632
id_1919	id_1724
id_135	id_1093
id_2357	id_2139
id_2047	id_1495
id_1544	id_1550
id_2286	id_464
id_1245	id_1845
id_1265	id_692
id_1655	id_89
id_2131	id_998
id_1206	id_2463
id_432	id_2269
id_440	id_68
id_748	id_237
id_1949	id_1543
id_9	id_130
id_2422	id_844
id_463	id_2039
id_2164	id_55
id_690	id_2000
id_723	id_2060
id_525	id_1588
id_2447	id_890
id_1962	id_2412
id_808	id_111
id_1627	id_686
id_2027	id_470
id_855	id_2223
id_848	id_2396
id_1728	id_98
id_1239	id_769
id_259	id_1961
id_2094	id_1596
id_1097	id_2404
id_2202	id_713
id_2472	id_297
id_251	id_212
id_42	id_1710
id_33	id_708
id_607	id_785
id_197	id_2406
id_448	id_70
id_1383	id_1174
id_1916	id_434
id_1272	id_1342
id_2118	id_208
id_2146	id_2477
id_1147	id_70
id_103	id_2406
id_78	id_785
id_1075	id_708
id_1195	id_1710
id_76	id_212
id_2049	id_297
id_1867	id_713
id_2465	id_2404
id_642	id_1596
id_767	id_1961
id_158	id_98
id_2434	id_2396
id_1238	id_2223
id_1212	id_470
id_944	id_686
id_1516	id_111
id_2453	id_2412
id_710	id_890
id_2029	id_2060
id_1675	id_2000
id_1886	id_55
id_1576	id_2039
id_2329	id_844
id_392	id_130
id_1919	id_237
id_135	id_68
id_2357	id_2269
id_2047	id_2463
id_1544	id_998
id_2286	id_89
id_1245	id_692
id_867	id_21
id_1265	id_1845
id_1655	id_464
id_2131	id_1550
id_1206	id_1495
id_432	id_2139
id_440	id_1093
id_748	id_1724
id_1949	id_1632
id_9	id_2195
id_2422	id_654
id_463	id_91
id_2164	id_2052
id_690	id_701
id_525	id_1989
id_1962	id_1539
id_808	id_2429
id_1627	id_1623
id_2027	id_648
id_855	id_1846
id_848	id_629
id_1728	id_319
id_1239	id_2479
id_259	id_1057
id_2094	id_147
id_1097	id_515
id_2202	id_397
id_2472	id_8
id_251	id_2248
id_42	id_1768
id_33	id_2008
id_607	id_646
id_197	id_269
id_448	id_498
id_1383	id_2282
id_1916	id_1770
id_1272	id_1225
id_2118	id_1740
id_2146	id_1472
id_1147	id_683
id_103	id_2446
id_78	id_1590
id_1075	id_559
id_1195	id_2524
id_76	id_539
id_2049	id_1998
id_1867	id_1398
id_2465	id_1644
id_642	id_1745
id_767	id_1647
id_2022	id_104
id_158	id_1751
id_2434	id_2227
id_1238	id_430
id_1212	id_2470
id_944	id_1349
id_1516	id_16
id_2453	id_2251
id_710	id_1980
id_524	id_1754
id_2029	id_811
id_1675	id_2172
id_1886	id_2468
id_1576	id_2351
id_2329	id_86
id_392	id_125
id_2274	id_1105
id_1919	id_2352
id_135	id_1506
id_2357	id_1927
id_2047	id_1611
id_1544	id_1278
id_2286	id_1493
id_1245	id_966
id_867	id_217
id_1265	id_97
id_1655	id_1764
id_2131	id_1281
id_1206	id_134
id_432	id_2306
id_440	id_2013
id_748	id_99
id_1949	id_735
id_9	id_207
id_2422	id_450
id_463	id_2512
id_2164	id_2410
id_690	id_1593
id_723	id_1451
id_525	id_2031
id_2447	id_653
id_1962	id_385
id_808	id_1585
id_1627	id_537
id_2027	id_573
id_855	id_534
id_848	id_536
id_1728	id_1924
id_1239	id_26
id_259	id_343
id_2094	id_1503
id_1097	id_2068
id_2202	id_935
id_2472	id_915
id_251	id_535
id_42	id_1390
id_33	id_358
id_607	id_174
id_197	id_365
id_448	id_1300
id_1383	id_2166
id_1916	id_1146
id_1272	id_2506
id_2118	id_2439
id_2146	id_2310
id_1147	id_1487
id_103	id_284
id_78	id_288
id_1075	id_927
id_1195	id_2323
id_76	id_321
id_2049	id_287
id_1867	id_2050
id_2465	id_1474
id_642	id_1106
id_767	id_1321
id_2022	id_1784
id_158	id_2185
id_2434	id_1437
id_1238	id_305
id_1212	id_665
id_944	id_2277
id_1516	id_1883
id_2453	id_1677
id_710	id_1176
id_524	id_2206
id_2029	id_477
id_1675	id_1131
id_1886	id_2083
id_1576	id_1608
id_2329	id_2464
id_392	id_2128
id_2274	id_273
id_1919	id_827
id_135	id_1711
id_2357	id_2194
id_2047	id_2344
id_1544	id_804
id_2286	id_1851
id_1245	id_1671
id_867	id_1073
id_1265	id_531
id_1655	id_1558
id_2131	id_2308
id_1206	id_351
id_432	id_2133
id_440	id_1159
id_748	id_2057
id_1949	id_96
id_9	id_1323
id_2422	id_697
id_463	id_1664
id_2164	id_1107
id_690	id_1668
id_723	id_587
id_525	id_1663
id_2447	id_1032
id_1962	id_114
id_808	id_2020
id_1627	id_12
id_2027	id_2423
id_855	id_2315
id_848	id_234
id_1728	id_2110
id_1239	id_1830
id_259	id_1666
id_2094	id_2143
id_1097	id_1834
id_2202	id_2081
id_2472	id_1530
id_251	id_379
id_42	id_1957
id_33	id_2032
id_607	id_2147
id_197	id_378
id_448	id_1040
id_1383	id_2408
id_1916	id_1500
id_1272	id_1987
id_2118	id_2180
id_2146	id_1470
id_1147	id_611
id_103	id_2100
id_78	id_1485
id_1075	id_1981
id_76	id_1469
id_2049	id_40
id_1867	id_1088
id_2465	id_715
id_642	id_19
id_2022	id_877
id_158	id_1621
id_2434	id_728
id_1212	id_1517
id_944	id_1286
id_1516	id_694
id_2453	id_880
id_710	id_484
id_524	id_337
id_2029	id_1889
id_1675	id_446
id_1886	id_1210
id_1576	id_1170
id_2329	id_1826
id_392	id_2224
id_2274	id_829
id_1919	id_1960
id_135	id_496
id_2357	id_1194
id_2047	id_2339
id_1544	id_1288
id_2286	id_2382
id_1245	id_107
id_867	id_886
id_1265	id_474
id_1655	id_454
id_2131	id_2011
id_1206	id_126
id_432	id_1591
id_440	id_1750
id_748	id_1793
id_1949	id_473
id_9	id_1045
id_2422	id_2320
id_463	id_3
id_2164	id_1732
id_690	id_1244
id_723	id_195
id_525	id_1842
id_2447	id_223
id_1962	id_1266
id_808	id_1973
id_1627	id_1118
id_2027	id_495
id_855	id_439
id_848	id_2018
id_1728	id_1247
id_1239	id_1780
id_259	id_296
id_2094	id_631
id_1097	id_1870
id_2202	id_1405
id_2472	id_1691
id_251	id_1466
id_42	id_1861
id_33	id_858
id_197	id_652
id_448	id_2307
id_1383	id_318
id_1916	id_1514
id_1272	id_1442
id_2118	id_2400
id_2146	id_220
id_103	id_2204
id_78	id_2095
id_1075	id_2313
id_1195	id_1099
id_76	id_972
id_2049	id_390
id_1867	id_519
id_2465	id_793
id_642	id_1786
id_767	id_931
id_2022	id_1930
id_158	id_1652
id_2434	id_1126
id_1238	id_1802
id_1212	id_1379
id_944	id_1287
id_1516	id_1816
id_2453	id_2355
id_710	id_449
id_524	id_1756
id_2029	id_627
id_1675	id_506
id_1886	id_1854
id_1576	id_2469
id_2329	id_1137
id_392	id_783
id_2274	id_1773
id_1919	id_1450
id_135	id_1348
id_1383	id_2225
id_1916	id_113
id_1272	id_2318
id_2118	id_2288
id_2146	id_1958
id_1147	id_31
id_103	id_1142
id_78	id_660
id_1075	id_164
id_1195	id_518
id_76	id_1904
id_2049	id_377
id_1867	id_38
id_2465	id_1086
id_642	id_1213
id_767	id_516
id_2022	id_333
id_2434	id_784
id_1238	id_2481
id_1212	id_1726
id_944	id_1499
id_1516	id_644
id_2453	id_2514
id_710	id_510
id_524	id_2241
id_2029	id_2451
id_1675	id_1638
id_1886	id_2208
id_1576	id_1939
id_2329	id_363
id_392	id_1039
id_2274	id_332
id_135	id_1777
id_2357	id_1005
id_2047	id_1597
id_1544	id_84
id_1245	id_917
id_867	id_1532
id_1265	id_2066
id_1655	id_1258
id_2131	id_155
id_1206	id_28
id_432	id_252
id_440	id_750
id_748	id_2517
id_1949	id_676
id_9	id_2407
id_2422	id_1438
id_463	id_246
id_2164	id_1254
id_690	id_2388
id_723	id_1788
id_525	id_836
id_2447	id_667
id_1962	id_154
id_808	id_2070
id_1627	id_482
id_2027	id_329
id_855	id_143
id_848	id_285
id_1728	id_1747
id_1239	id_1138
id_259	id_1978
id_2094	id_977
id_1097	id_1087
id_2202	id_1408
id_2472	id_30
id_251	id_905
id_42	id_502
id_33	id_2311
id_607	id_422
id_197	id_1346
id_448	id_472
id_1916	id_1702
id_1272	id_1351
id_2118	id_1173
id_2146	id_222
id_1147	id_393
id_103	id_1476
id_78	id_1479
id_1075	id_2386
id_1195	id_1707
id_76	id_424
id_2049	id_1618
id_1867	id_352
id_2465	id_1992
id_642	id_948
id_767	id_1234
id_2022	id_1917
id_158	id_2234
id_2434	id_1548
id_1238	id_768
id_1212	id_1629
id_944	id_204
id_1516	id_2033
id_2453	id_1140
id_710	id_189
id_524	id_664
id_2029	id_884
id_1675	id_2328
id_1886	id_584
id_1576	id_546
id_392	id_2332
id_2274	id_1578
id_1919	id_123
id_135	id_1339
id_2357	id_2483
id_2047	id_1261
id_1544	id_1812
id_2286	id_1357
id_1245	id_1720
id_867	id_15
id_1265	id_1931
id_1655	id_1911
id_2131	id_1792
id_1206	id_468
id_432	id_338
id_440	id_2529
id_748	id_2074
id_1949	id_2348
id_9	id_1610
id_2422	id_1693
id_463	id_280
id_2164	id_2289
id_690	id_1269
id_723	id_1902
id_525	id_2126
id_2447	id_167
id_1962	id_1815
id_808	id_75
id_1627	id_874
id_2027	id_1787
id_855	id_420
id_848	id_2184
id_1728	id_974
id_1239	id_1928
id_259	id_372
id_2094	id_1511
id_1097	id_775
id_2202	id_2036
id_2472	id_1801
id_251	id_1049
id_42	id_48
id_33	id_1319
id_607	id_1642
id_197	id_2378
id_448	id_1551
id_1916	id_1562
id_1272	id_1943
id_2118	id_1222
id_2146	id_2443
id_1147	id_10
id_103	id_1933
id_78	id_1738
id_1075	id_230
id_1195	id_2343
id_76	id_2473
id_2049	id_194
id_642	id_1536
id_767	id_1810
id_2022	id_2449
id_158	id_2450
id_2434	id_817
id_1238	id_272
id_1212	id_1
id_944	id_1721
id_1516	id_2460
id_2453	id_1248
id_710	id_2091
id_524	id_1892
id_2029	id_2304
id_1675	id_1572
id_1886	id_547
id_1576	id_181
id_2329	id_585
id_392	id_919
id_2274	id_637
id_1919	id_1509
id_135	id_163
id_2357	id_2395
id_2047	id_843
id_1544	id_2440
id_2286	id_740
id_1245	id_1863
id_867	id_636
id_1265	id_2225
id_1655	id_113
id_2131	id_2318
id_1206	id_2288
id_432	id_1958
id_440	id_31
id_748	id_1142
id_1949	id_660
id_9	id_164
id_2422	id_518
id_463	id_1904
id_2164	id_377
id_690	id_38
id_723	id_1086
id_525	id_1213
id_2447	id_516
id_1962	id_333
id_1627	id_784
id_2027	id_2481
id_855	id_1726
id_848	id_1499
id_1728	id_644
id_1239	id_2514
id_259	id_510
id_2094	id_2241
id_1097	id_2451
id_2202	id_1638
id_2472	id_2208
id_251	id_1939
id_42	id_363
id_33	id_1039
id_607	id_332
id_197	id_2270
id_448	id_1777
id_1383	id_1777
id_1916	id_2270
id_1272	id_332
id_2118	id_1039
id_2146	id_363
id_1147	id_1939
id_103	id_2208
id_78	id_1638
id_1075	id_2451
id_1195	id_2241
id_76	id_510
id_2049	id_2514
id_1867	id_644
id_2465	id_1499
id_642	id_1726
id_767	id_2481
id_2022	id_784
id_158	id_2354
id_2434	id_333
id_1238	id_516
id_1212	id_1213
id_944	id_1086
id_1516	id_38
id_2453	id_377
id_1383	id_1143
id_1916	id_22
id_1272	id_225
id_2118	id_118
id_2146	id_1573
id_1147	id_1843
id_103	id_469
id_78	id_1866
id_1075	id_1312
id_1195	id_2435
id_76	id_521
id_2049	id_425
id_1867	id_77
id_2465	id_2097
id_642	id_364
id_767	id_982
id_158	id_1708
id_2434	id_850
id_1238	id_112
id_1212	id_543
id_944	id_1064
id_1516	id_1461
id_2453	id_423
id_710	id_1716
id_524	id_1324
id_2029	id_866
id_1675	id_1528
id_1886	id_2259
id_1576	id_2264
id_2329	id_671
id_392	id_216
id_2274	id_638
id_1919	id_262
id_135	id_1649
id_2357	id_2099
id_2047	id_619
id_1544	id_1959
id_2286	id_1835
id_1245	id_242
id_867	id_186
id_1265	id_1966
id_1655	id_1695
id_2131	id_1769
id_1206	id_2073
id_432	id_1233
id_440	id_1540
id_748	id_1914
id_1949	id_1873
id_9	id_961
id_2422	id_2281
id_463	id_507
id_2164	id_830
id_690	id_1477
id_723	id_1905
id_525	id_459
id_2447	id_1359
id_1962	id_149
id_808	id_1400
id_1627	id_2266
id_2027	id_1631
id_855	id_2482
id_848	id_1465
id_1239	id_2312
id_259	id_1420
id_2094	id_851
id_1097	id_1419
id_2202	id_1415
id_2472	id_24
id_251	id_387
id_607	id_2082
id_197	id_2167
id_448	id_1456
id_1383	id_499
id_1916	id_2441
id_1272	id_563
id_2118	id_2077
id_2146	id_1580
id_1147	id_2290
id_103	id_2461
id_78	id_1175
id_1075	id_2371
id_1195	id_706
id_76	id_1646
id_2049	id_1069
id_1867	id_1896
id_2465	id_115
id_642	id_303
id_767	id_1643
id_2022	id_2016
id_158	id_1416
id_1516	id_188
id_2453	id_150
id_710	id_2129
id_524	id_357
id_2029	id_687
id_1886	id_2210
id_1576	id_2201
id_2357	id_298
id_1544	id_2249
id_2286	id_41
id_1245	id_1814
id_867	id_1180
id_1265	id_356
id_1655	id_1467
id_2131	id_513
id_1206	id_978
id_432	id_1661
id_440	id_2438
id_748	id_1592
id_1949	id_2122
id_9	id_2383
id_2422	id_2090
id_2164	id_2084
id_690	id_394
id_723	id_1535
id_525	id_106
id_2447	id_969
id_1962	id_241
id_808	id_67
id_1627	id_2010
id_2027	id_1840
id_855	id_2028
id_848	id_2475
id_1728	id_1333
id_1239	id_1612
id_259	id_1355
id_2094	id_1081
id_1097	id_1706
id_2202	id_172
id_2472	id_2213
id_251	id_2080
id_42	id_744
id_33	id_1954
id_607	id_32
id_197	id_211
id_448	id_1267
id_1383	id_17
id_1916	id_1188
id_1272	id_2067
id_2118	id_720
id_2146	id_141
id_1147	id_105
id_103	id_1729
id_78	id_734
id_1075	id_456
id_1195	id_488
id_76	id_558
id_2049	id_1037
id_1867	id_152
id_2465	id_2285
id_642	id_322
id_767	id_1595
id_2022	id_94
id_158	id_2045
id_2434	id_2189
id_1238	id_200
id_1212	id_2489
id_944	id_1129
id_1516	id_83
id_2453	id_1148
id_710	id_1060
id_524	id_1318
id_2029	id_1096
id_1675	id_1100
id_1886	id_576
id_1576	id_1689
id_2329	id_702
id_392	id_1522
id_2274	id_1656
id_1919	id_2337
id_135	id_1944
id_2357	id_1579
id_2047	id_59
id_1544	id_348
id_2286	id_289
id_1245	id_854
id_867	id_1634
id_1265	id_380
id_2131	id_1143
id_432	id_225
id_440	id_118
id_748	id_1573
id_1949	id_1843
id_9	id_469
id_2422	id_1866
id_463	id_1312
id_690	id_521
id_723	id_425
id_525	id_77
id_2447	id_2097
id_1962	id_364
id_808	id_982
id_2027	id_1708
id_855	id_850
id_848	id_112
id_1728	id_543
id_1239	id_1064
id_259	id_1461
id_2094	id_423
id_1097	id_1716
id_2202	id_1324
id_2472	id_866
id_251	id_1528
id_42	id_2259
id_33	id_2264
id_607	id_671
id_197	id_216
id_448	id_638
id_1383	id_638
id_1916	id_216
id_1272	id_671
id_2118	id_2264
id_2146	id_2259
id_1147	id_1528
id_103	id_866
id_78	id_1324
id_1075	id_1716
id_1195	id_423
id_76	id_1461
id_2049	id_1064
id_1867	id_543
id_2465	id_112
id_767	id_1708
id_158	id_982
id_2434	id_364
id_1238	id_2097
id_1212	id_77
id_944	id_425
id_1516	id_521
id_2453	id_2435
id_1383	id_991
id_1916	id_556
id_1272	id_1000
id_2118	id_1849
id_2146	id_1271
id_1147	id_684
id_103	id_940
id_78	id_1066
id_1075	id_993
id_1195	id_2123
id_76	id_997
id_2049	id_738
id_2465	id_980
id_642	id_925
id_767	id_1486
id_2022	id_999
id_158	id_979
id_2434	id_565
id_1238	id_2496
id_1212	id_2416
id_944	id_749
id_1516	id_1455
id_2453	id_1439
id_710	id_1018
id_524	id_976
id_2029	id_992
id_1675	id_1004
id_1886	id_1161
id_1576	id_994
id_2329	id_1284
id_392	id_2197
id_2274	id_892
id_1919	id_2174
id_135	id_911
id_2357	id_847
id_2047	id_956
id_1544	id_1027
id_2286	id_43
id_1245	id_770
id_867	id_2059
id_1265	id_1338
id_1655	id_782
id_432	id_2026
id_440	id_597
id_748	id_579
id_1949	id_1006
id_9	id_1003
id_2422	id_557
id_463	id_553
id_2164	id_981
id_690	id_1023
id_723	id_46
id_525	id_1803
id_2447	id_1827
id_1962	id_1279
id_808	id_1025
id_1627	id_973
id_2027	id_1123
id_855	id_1026
id_848	id_552
id_1728	id_1352
id_1239	id_569
id_259	id_807
id_2094	id_588
id_1097	id_2023
id_2202	id_594
id_2472	id_891
id_42	id_1343
id_33	id_1464
id_607	id_1473
id_197	id_1630
id_448	id_1979
id_1383	id_989
id_1916	id_1007
id_1272	id_1452
id_2118	id_2127
id_2146	id_995
id_1147	id_590
id_103	id_1876
id_78	id_1017
id_1075	id_1031
id_1195	id_1403
id_76	id_761
id_2049	id_1141
id_1867	id_485
id_2465	id_116
id_642	id_902
id_767	id_2190
id_2022	id_1990
id_158	id_2271
id_2434	id_1964
id_1238	id_1155
id_1212	id_2243
id_944	id_1016
id_1516	id_1969
id_710	id_1221
id_524	id_1899
id_2029	id_2374
id_1675	id_550
id_1886	id_1001
id_1576	id_2079
id_2329	id_930
id_392	id_990
id_2274	id_730
id_1919	id_813
id_135	id_1030
id_2357	id_2136
