proteinA	proteinB
id_641	id_1738
id_1222	id_816
id_150	id_26
id_988	id_1416
id_2487	id_1930
id_2150	id_2798
id_1239	id_1987
id_758	id_1611
id_2086	id_1084
id_363	id_940
id_1038	id_1486
id_1071	id_1796
id_1775	id_2037
id_2725	id_2364
id_1163	id_1562
id_896	id_472
id_1561	id_2763
id_236	id_2092
id_1237	id_254
id_1052	id_957
id_2237	id_13
id_2051	id_2668
id_2309	id_773
id_1043	id_1725
id_1961	id_2824
id_2395	id_1116
id_1362	id_1413
id_1397	id_1451
id_660	id_253
id_585	id_1011
id_2630	id_2745
id_2743	id_1271
id_212	id_2417
id_2708	id_621
id_1067	id_2421
id_2112	id_520
id_1566	id_2092
id_427	id_489
id_2636	id_2464
id_2155	id_1931
id_2342	id_1176
id_2487	id_2546
id_2014	id_343
id_2283	id_784
id_1038	id_1866
id_150	id_1388
id_981	id_1451
id_841	id_2003
id_1993	id_1740
id_679	id_1926
id_1071	id_2488
id_1237	id_2546
id_2372	id_875
id_266	id_797
id_1830	id_1654
id_1470	id_846
id_427	id_1685
id_2308	id_2001
id_1993	id_1353
id_952	id_936
id_839	id_2551
id_518	id_153
id_865	id_693
id_2743	id_1266
id_623	id_1303
id_2487	id_665
id_157	id_421
id_2832	id_1240
id_1324	id_365
id_1248	id_449
id_768	id_1012
id_1195	id_693
id_1048	id_2252
id_9	id_1295
id_1040	id_1894
id_2818	id_735
id_2304	id_2686
id_1075	id_1134
id_952	id_584
id_930	id_918
id_1289	id_133
id_2679	id_1426
id_2327	id_1449
id_112	id_170
id_2770	id_188
id_9	id_2834
id_2363	id_2711
id_2813	id_1449
id_908	id_143
id_2304	id_198
id_9	id_2480
id_2120	id_1388
id_1043	id_2113
id_2654	id_99
id_984	id_1731
id_1286	id_2380
id_1235	id_1894
id_294	id_2488
id_2483	id_1794
id_2161	id_2459
id_2637	id_402
id_2432	id_2337
id_2404	id_621
id_2327	id_499
id_2601	id_375
id_1862	id_2546
id_155	id_2576
id_1198	id_1451
id_737	id_2737
id_1948	id_982
id_2632	id_2113
id_1952	id_791
id_629	id_791
id_719	id_1868
id_886	id_2599
id_2083	id_77
id_1945	id_449
id_2832	id_2025
id_1490	id_1774
id_384	id_254
id_1282	id_70
id_2127	id_2480
id_1326	id_1468
id_1113	id_520
id_1688	id_2368
id_1496	id_1233
id_1069	id_846
id_291	id_1419
id_949	id_1468
id_205	id_875
id_1961	id_2531
id_2508	id_1387
id_1075	id_816
id_2467	id_1702
id_1860	id_2549
id_223	id_2033
id_518	id_2638
id_1566	id_1611
id_1397	id_2464
id_1961	id_1758
id_948	id_2141
id_2106	id_1139
id_2155	id_2338
id_1163	id_2001
id_1807	id_1271
id_2083	id_1103
id_844	id_2531
id_1121	id_2792
id_917	id_712
id_995	id_1834
id_2304	id_584
id_112	id_153
id_2083	id_1814
id_2447	id_520
id_908	id_77
id_2758	id_773
id_2361	id_822
id_1455	id_1743
id_630	id_606
id_2397	id_2737
id_1480	id_2695
id_1871	id_153
id_1485	id_2312
id_2717	id_2006
id_1284	id_1866
id_1248	id_1943
id_1574	id_1464
id_303	id_2668
id_291	id_2312
id_2610	id_2093
id_580	id_676
id_2155	id_1414
id_1048	id_2424
id_2002	id_1236
id_623	id_2337
id_1275	id_936
id_1115	id_973
id_682	id_2313
id_294	id_402
id_235	id_1353
id_2196	id_2093
id_320	id_1266
id_978	id_667
id_223	id_1355
id_2487	id_1353
id_2250	id_2320
id_497	id_1161
id_157	id_316
id_320	id_152
id_2743	id_1011
id_2327	id_316
id_2155	id_987
id_1945	id_120
id_682	id_2226
id_2237	id_2549
id_2275	id_2380
id_2610	id_421
id_710	id_2784
id_1485	id_1233
id_2717	id_1892
id_150	id_1387
id_1317	id_2664
id_2447	id_1834
id_2250	id_2421
id_1043	id_609
id_1067	id_2092
id_1829	id_2118
id_1942	id_1387
id_2170	id_483
id_2827	id_643
id_156	id_1486
id_2273	id_439
id_908	id_1329
id_1048	id_2745
id_2404	id_2531
id_719	id_2001
id_86	id_133
id_2501	id_1987
id_758	id_424
id_2334	id_77
id_2395	id_435
id_2106	id_1012
id_2127	id_830
id_2106	id_77
id_806	id_152
id_417	id_70
id_1839	id_1814
id_427	id_1236
id_2388	id_2320
id_1790	id_1295
id_839	id_1721
id_522	id_1814
id_225	id_53
id_1222	id_584
id_2051	id_425
id_225	id_2531
id_865	id_1685
id_2393	id_2022
id_1326	id_2792
id_1643	id_439
id_1434	id_856
id_1616	id_1472
id_2388	id_939
id_2630	id_2531
id_1362	id_1749
id_2315	id_598
id_930	id_2668
id_737	id_439
id_277	id_2763
id_112	id_1721
id_2717	id_1414
id_2315	id_1116
id_517	id_2474
id_1394	id_1486
id_1043	id_1675
id_1755	id_2337
id_2501	id_2559
id_619	id_472
id_363	id_253
id_1571	id_131
id_2706	id_936
id_1871	id_2492
id_2308	id_1698
id_2827	id_1449
id_1800	id_957
id_2467	id_1103
id_1038	id_2380
id_841	id_1303
id_305	id_483
id_223	id_2046
id_1589	id_2714
id_1860	id_1426
id_1807	id_2638
id_2630	id_2108
id_2770	id_1774
id_2754	id_152
id_757	id_2824
id_530	id_1426
id_517	id_168
id_580	id_936
id_225	id_606
id_2371	id_816
id_2506	id_996
id_515	id_1794
id_1235	id_472
id_112	id_2798
id_2758	id_820
id_2361	id_322
id_2363	id_1116
id_1157	id_516
id_1157	id_2559
id_2654	id_2675
id_1275	id_1271
id_2342	id_2711
id_1993	id_2118
id_2508	id_113
id_1115	id_1987
id_215	id_1364
id_1157	id_738
id_1244	id_53
id_2161	id_1527
id_779	id_153
id_1357	id_446
id_2530	id_1665
id_1029	id_2311
id_2120	id_203
id_225	id_1917
id_184	id_285
id_146	id_1340
id_2127	id_1894
id_76	id_2784
id_2334	id_144
id_710	id_2599
id_2218	id_307
id_2072	id_2437
id_2109	id_269
id_570	id_499
id_90	id_2093
id_1397	id_816
id_1244	id_2069
id_1048	id_982
id_995	id_2033
id_2694	id_46
id_2679	id_1917
id_839	id_2037
id_2323	id_784
id_1998	id_2320
id_1113	id_1892
id_2694	id_1295
id_1746	id_77
id_924	id_283
id_1485	id_2745
id_710	id_1303
id_2051	id_434
id_225	id_144
id_2361	id_1325
id_1326	id_621
id_2150	id_2074
id_1394	id_2459
id_139	id_2675
id_1121	id_1987
id_1502	id_643
id_90	id_2329
id_1862	id_2488
id_2483	id_2474
id_396	id_2430
id_580	id_2792
id_1163	id_2737
id_898	id_1912
id_710	id_643
id_1862	id_665
id_2360	id_2113
id_2717	id_1116
id_2127	id_2512
id_1839	id_2551
id_291	id_1127
id_1326	id_102
id_1996	id_1464
id_2289	id_2638
id_1362	id_830
id_585	id_1731
id_478	id_1419
id_2760	id_46
id_1357	id_424
id_1121	id_2667
id_2818	id_1725
id_745	id_401
id_585	id_744
id_2827	id_2668
id_580	id_968
id_5	id_918
id_363	id_567
id_623	id_1930
id_1198	id_2118
id_1286	id_2834
id_2694	id_2667
id_2501	id_2118
id_719	id_940
id_2026	id_1758
id_90	id_1562
id_1434	id_2163
id_1455	id_421
id_1394	id_2664
id_1566	id_254
id_719	id_528
id_779	id_1654
id_1326	id_2073
id_2630	id_1725
id_1195	id_1132
id_427	id_1724
id_1286	id_269
id_2754	id_2320
id_1237	id_1366
id_737	id_2664
id_736	id_254
id_1574	id_2311
id_2654	id_369
id_2706	id_1749
id_478	id_489
id_704	id_2251
id_850	id_1387
id_952	id_2613
id_497	id_735
id_2689	id_1644
id_139	id_1892
id_2654	id_1221
id_282	id_1161
id_2106	id_1675
id_2630	id_1176
id_794	id_1402
id_1961	id_575
id_1048	id_598
id_90	id_1127
id_2304	id_816
id_2250	id_2531
id_2470	id_421
id_1397	id_198
id_689	id_996
id_2228	id_987
id_515	id_2113
id_150	id_1868
id_1536	id_2113
id_265	id_1834
id_1038	id_676
id_1536	id_2226
id_2388	id_298
id_1222	id_2792
id_97	id_1103
id_97	id_957
id_841	id_425
id_2447	id_575
id_97	id_973
id_139	id_1749
id_648	id_1738
id_745	id_652
id_1201	id_2003
id_580	id_2757
id_952	id_316
id_2218	id_253
id_1643	id_307
id_2501	id_575
id_2051	id_102
id_2395	id_693
id_879	id_2417
id_417	id_254
id_1589	id_735
id_2758	id_2763
id_1052	id_160
id_898	id_830
id_1942	id_2549
id_2228	id_2001
id_161	id_973
id_1287	id_735
id_417	id_1983
id_814	id_1041
id_879	id_968
id_2360	id_816
id_611	id_2377
id_1326	id_1654
id_1237	id_53
id_294	id_693
id_2758	id_2464
id_1075	id_712
id_2250	id_13
id_5	id_2173
id_2483	id_2464
id_2365	id_2022
id_286	id_1464
id_427	id_2613
id_689	id_499
id_1239	id_791
id_2404	id_2329
id_156	id_1796
id_1800	id_1931
id_952	id_2257
id_2218	id_1774
id_161	id_652
id_1043	id_2714
id_629	id_103
id_2501	id_1295
id_86	id_693
id_2517	id_142
id_236	id_2037
id_1151	id_1725
id_2353	id_316
id_90	id_123
id_1876	id_99
id_1146	id_2417
id_396	id_2380
id_2372	id_2118
id_2447	id_830
id_2830	id_791
id_2175	id_2163
id_2419	id_77
id_5	id_1134
id_320	id_2380
id_2360	id_77
id_2106	id_1868
id_880	id_233
id_161	id_2125
id_1688	id_609
id_90	id_712
id_1258	id_2068
id_2250	id_1731
id_2361	id_1295
id_2289	id_789
id_1993	id_2037
id_86	id_918
id_1571	id_499
id_1362	id_820
id_1845	id_1868
id_2654	id_133
id_363	id_816
id_580	id_1134
id_1326	id_1894
id_758	id_77
id_2220	id_1388
id_2002	id_2638
id_2460	id_735
id_2371	id_2492
id_1747	id_1866
id_517	id_1084
id_1566	id_2141
id_2289	id_375
id_2259	id_1774
id_1326	id_2613
id_984	id_2512
id_1157	id_2576
id_86	id_1814
id_2361	id_1464
id_2161	id_1507
id_1038	id_1484
id_479	id_1402
id_530	id_439
id_1876	id_2380
id_1961	id_2320
id_1412	id_1917
id_2365	id_2380
id_945	id_131
id_1434	id_1464
id_2101	id_13
id_1160	id_298
id_952	id_1793
id_2832	id_2417
id_1412	id_2784
id_689	id_37
id_2365	id_233
id_1052	id_2115
id_2717	id_116
id_1146	id_2711
id_2637	id_2763
id_1876	id_1145
id_619	id_2389
id_2501	id_1218
id_2632	id_285
id_831	id_170
id_1561	id_499
id_468	id_278
id_2112	id_2686
id_1324	id_1793
id_2483	id_1103
id_985	id_71
id_2127	id_46
id_320	id_113
id_112	id_851
id_2365	id_2834
id_9	id_120
id_1876	id_820
id_1755	id_26
id_2487	id_1527
id_2754	id_820
id_865	id_2546
id_1151	id_992
id_1860	id_1892
id_2637	id_2549
id_850	id_2113
id_580	id_99
id_1069	id_940
id_1996	id_1886
id_1026	id_489
id_2365	id_598
id_1830	id_1794
id_1397	id_70
id_570	id_957
id_1829	id_957
id_879	id_375
id_2335	id_606
id_2827	id_528
id_850	id_253
id_893	id_2784
id_981	id_1750
id_2419	id_1794
id_1195	id_1814
id_2432	id_2480
id_1775	id_1445
id_2467	id_2787
id_1412	id_1987
id_984	id_1702
id_156	id_1414
id_1566	id_773
id_1839	id_2226
id_2610	id_1796
id_2393	id_1814
id_184	id_2130
id_1029	id_973
id_1747	id_1236
id_1067	id_1364
id_146	id_982
id_1996	id_425
id_417	id_875
id_2161	id_2424
id_2365	id_198
id_1574	id_2073
id_247	id_1685
id_1201	id_816
id_2393	id_584
id_2397	id_2301
id_2323	id_446
id_774	id_1132
id_225	id_1814
id_924	id_2130
id_1397	id_2714
id_1115	id_446
id_1244	id_153
id_1289	id_2252
id_2083	id_2787
id_1397	id_1987
id_794	id_102
id_236	id_2834
id_1839	id_2464
id_623	id_2558
id_1275	id_606
id_1052	id_2257
id_303	id_2163
id_774	id_1484
id_2363	id_791
id_2309	id_2001
id_879	id_1530
id_1485	id_2558
id_611	id_1132
id_1616	id_575
id_948	id_598
id_2026	id_1236
id_2315	id_2551
id_2689	id_2711
id_1029	id_2074
id_2404	id_667
id_2355	id_1353
id_486	id_992
id_294	id_2702
id_1151	id_2638
id_1394	id_1426
id_1075	id_1866
id_630	id_1409
id_2832	id_528
id_156	id_1413
id_2460	id_151
id_1853	id_151
id_2503	id_1303
id_1860	id_987
id_945	id_2480
id_988	id_1116
id_924	id_652
id_1746	id_95
id_597	id_2037
id_1392	id_1464
id_1289	id_609
id_865	id_2701
id_2083	id_102
id_1455	id_2320
id_1239	id_2701
id_794	id_269
id_2508	id_2613
id_689	id_253
id_363	id_643
id_1755	id_298
id_2460	id_1103
id_459	id_620
id_737	id_2784
id_2175	id_996
id_2326	id_1329
id_2086	id_2695
id_1282	id_133
id_2175	id_2320
id_952	id_2075
id_1284	id_1987
id_1362	id_667
id_917	id_2068
id_215	id_1611
id_737	id_2488
id_2361	id_1303
id_865	id_203
id_1237	id_142
id_611	id_1240
id_2259	id_92
id_1026	id_718
id_1747	id_1006
id_1287	id_2037
id_1357	id_939
id_1693	id_2226
id_988	id_1665
id_2083	id_1834
id_1412	id_939
id_831	id_567
id_1502	id_2312
id_1126	id_1562
id_886	id_1504
id_865	id_421
id_1222	id_322
id_908	id_133
id_90	id_1468
id_624	id_1983
id_2106	id_18
id_156	id_2775
id_1490	id_2559
id_1998	id_116
id_1807	id_1724
id_1775	id_1698
id_1113	id_1983
id_1392	id_1724
id_2327	id_1698
id_1069	id_369
id_2789	id_584
id_2170	id_283
id_1829	id_2338
id_1861	id_1355
id_837	id_1388
id_2397	id_2745
id_985	id_123
id_461	id_2313
id_2220	id_123
id_161	id_375
id_1589	id_2364
id_2503	id_1702
id_985	id_816
id_396	id_2301
id_2610	id_735
id_1775	id_2711
id_841	id_996
id_396	id_1912
id_2218	id_830
id_896	id_421
id_2760	id_151
id_184	id_968
id_898	id_2613
id_1536	id_1794
id_2398	id_2022
id_2663	id_253
id_649	id_198
id_1651	id_620
id_1289	id_285
id_2353	id_875
id_2663	id_2512
id_886	id_233
id_2397	id_2108
id_880	id_1127
id_305	id_439
id_2508	id_575
id_305	id_1750
id_841	id_1271
id_1920	id_1340
id_2360	id_1750
id_2355	id_1340
id_396	id_142
id_710	id_1233
id_831	id_1246
id_518	id_283
id_2694	id_791
id_2334	id_1271
id_282	id_793
id_530	id_2368
id_286	id_1445
id_2109	id_1943
id_679	id_1725
id_2273	id_2329
id_97	id_2763
id_150	id_1740
id_363	id_1449
id_1326	id_2745
id_1589	id_322
id_396	id_153
id_522	id_1468
id_757	id_2551
id_1289	id_820
id_277	id_1886
id_774	id_722
id_1067	id_1409
id_1146	id_1976
id_461	id_1504
id_1392	id_2001
id_917	id_1814
id_1038	id_2025
id_2283	id_2675
id_879	id_434
id_294	id_1011
id_2601	id_1426
id_2273	id_1266
id_984	id_996
id_478	id_269
id_1616	id_285
id_1126	id_1246
id_1195	id_1451
id_343	id_676
id_2743	id_120
id_796	id_1134
id_917	id_2257
id_2725	id_1451
id_2679	id_1202
id_1275	id_534
id_2393	id_2492
id_2506	id_402
id_580	id_401
id_1113	id_2320
id_2326	id_203
id_1126	id_2113
id_2273	id_2549
id_1123	id_203
id_2754	id_1796
id_1775	id_1793
id_898	id_2025
id_629	id_18
id_2256	id_2380
id_1561	id_2312
id_1993	id_936
id_893	id_446
id_2250	id_1562
id_2218	id_2551
id_2830	id_1749
id_2503	id_1409
id_2487	id_307
id_2323	id_1295
id_2470	id_2257
id_2289	id_1675
id_1284	id_2368
id_1589	id_992
id_2342	id_2558
id_456	id_2402
id_745	id_131
id_597	id_2069
id_1282	id_2380
id_2827	id_13
id_294	id_1445
id_2175	id_26
id_1574	id_1943
id_768	id_489
id_837	id_1507
id_2170	id_2113
id_1845	id_621
id_2196	id_46
id_360	id_584
id_924	id_1132
id_459	id_1202
id_796	id_95
id_1561	id_2464
id_1275	id_307
id_1853	id_528
id_2717	id_1886
id_2663	id_1366
id_830	id_808
id_236	id_2337
id_2372	id_2006
id_1289	id_2092
id_1146	id_2338
id_2679	id_2757
id_1186	id_1387
id_623	id_2798
id_2395	id_1724
id_1394	id_1419
id_1920	id_144
id_893	id_584
id_1071	id_1246
id_1222	id_744
id_2101	id_2512
id_415	id_369
id_1362	id_1774
id_343	id_1387
id_2467	id_36
id_1861	id_846
id_1861	id_2512
id_1317	id_2173
id_924	id_1654
id_2106	id_424
id_286	id_2613
id_779	id_2337
id_758	id_1176
id_796	id_722
id_515	id_1329
id_1589	id_1145
id_1790	id_784
id_2813	id_2251
id_1317	id_1413
id_1201	id_402
id_988	id_1943
id_2086	id_1698
id_1368	id_2319
id_2170	id_2745
id_597	id_1387
id_2002	id_92
id_797	id_1738
id_2470	id_1530
id_1326	id_424
id_1589	id_1685
id_2483	id_291
id_2601	id_830
id_223	id_2115
id_844	id_2686
id_1317	id_2313
id_2460	id_982
id_146	id_37
id_155	id_2723
id_1861	id_2436
id_517	id_375
id_2120	id_973
id_2432	id_2115
id_737	id_534
id_2447	id_2792
id_1244	id_316
id_865	id_957
id_497	id_499
id_1566	id_2368
id_2259	id_2368
id_2506	id_116
id_893	id_1218
id_1248	id_1116
id_2155	id_990
id_806	id_2559
id_189	id_1740
id_2393	id_1749
id_682	id_1134
id_1235	id_307
id_1026	id_2638
id_2632	id_269
id_2372	id_285
id_2432	id_2260
id_2101	id_1419
id_2355	id_1930
id_2326	id_1240
id_984	id_2787
id_86	id_1724
id_837	id_1562
id_1860	id_2313
id_1392	id_2251
id_597	id_2391
id_1574	id_1814
id_1993	id_53
id_1861	id_402
id_1746	id_483
id_2355	id_306
id_2717	id_92
id_827	id_2638
id_1853	id_2531
id_1688	id_51
id_1490	id_1451
id_522	id_2551
id_1026	id_1486
id_1248	id_92
id_1945	id_2125
id_1195	id_2824
id_1998	id_2093
id_1845	id_1445
id_1160	id_2675
id_1996	id_940
id_1317	id_1943
id_2327	id_1685
id_2789	id_2163
id_981	id_2380
id_1048	id_2006
id_930	id_1740
id_2832	id_1132
id_2813	id_2480
id_2832	id_744
id_2101	id_2108
id_97	id_1012
id_2228	id_1794
id_515	id_2502
id_1952	id_152
id_952	id_432
id_2323	id_2311
id_1755	id_402
id_1480	id_2502
id_156	id_575
id_506	id_468
id_1412	id_2118
id_86	id_1202
id_1952	id_1236
id_806	id_102
id_2789	id_1749
id_305	id_856
id_774	id_2668
id_1561	id_449
id_737	id_2558
id_2397	id_142
id_1326	id_851
id_978	id_784
id_189	id_316
id_745	id_2613
id_2155	id_2093
id_660	id_2022
id_146	id_2226
id_2708	id_168
id_1286	id_2312
id_917	id_2141
id_597	id_1413
id_522	id_2069
id_796	id_1271
id_719	id_2834
id_1470	id_1931
id_1455	id_1472
id_831	id_738
id_2002	id_1794
id_2630	id_1743
id_2360	id_1943
id_1807	id_120
id_1871	id_1758
id_2363	id_1256
id_2002	id_667
id_2663	id_621
id_1434	id_1011
id_710	id_1930
id_774	id_1930
id_1971	id_2389
id_2275	id_2737
id_1123	id_1721
id_1287	id_2576
id_2353	id_1702
id_2002	id_1006
id_985	id_2711
id_1853	id_231
id_1029	id_875
id_2393	id_1012
id_1996	id_1161
id_757	id_2173
id_1048	id_2531
id_2083	id_2667
id_1075	id_435
id_1998	id_2686
id_1862	id_687
id_212	id_2108
id_1920	id_113
id_1861	id_1127
id_479	id_152
id_1160	id_2599
id_2112	id_233
id_2086	id_667
id_768	id_1814
id_223	id_1271
id_530	id_143
id_184	id_1814
id_1998	id_2546
id_360	id_990
id_1394	id_2824
id_1807	id_2118
id_1566	id_968
id_2632	id_2737
id_1920	id_2714
id_1747	id_1930
id_1222	id_2714
id_462	id_253
id_1052	id_1451
id_1239	id_667
id_2372	id_2424
id_384	id_2480
id_1920	id_1814
id_886	id_1419
id_1198	id_789
id_2289	id_133
id_360	id_365
id_737	id_1218
id_1222	id_2492
id_611	id_2787
id_2743	id_816
id_171	id_1105
id_2365	id_143
id_1876	id_2638
id_427	id_1740
id_2088	id_1943
id_2002	id_2417
id_515	id_822
id_597	id_2436
id_1239	id_665
id_1222	id_2329
id_2106	id_233
id_427	id_1451
id_1394	id_51
id_2083	id_2141
id_1397	id_1449
id_629	id_744
id_2250	id_940
id_2175	id_1611
id_1121	id_1675
id_1201	id_1355
id_2654	id_375
id_1871	id_712
id_689	id_151
id_1800	id_1409
id_839	id_534
id_146	id_1930
id_660	id_2046
id_2335	id_2824
id_146	id_2512
id_2088	id_285
id_1862	id_131
id_796	id_170
id_189	id_2338
id_2348	id_2664
id_2348	id_1132
id_1807	id_2033
id_1830	id_2391
id_1151	id_1084
id_1397	id_2093
id_1746	id_2675
id_768	id_2436
id_1160	id_2093
id_2503	id_1388
id_1075	id_103
id_90	id_2792
id_1287	id_46
id_649	id_820
id_1566	id_2033
id_2717	id_253
id_1075	id_1912
id_2218	id_483
id_1287	id_1743
id_1357	id_2638
id_1038	id_1725
id_1160	id_2546
id_1362	id_693
id_1324	id_2638
id_2361	id_2163
id_138	id_808
id_1790	id_1665
id_2161	id_1011
id_277	id_375
id_930	id_1527
id_1837	id_534
id_247	id_2701
id_1837	id_483
id_1693	id_1202
id_2483	id_307
id_2283	id_2338
id_2487	id_99
id_2155	id_168
id_2393	id_1116
id_506	id_507
id_415	id_92
id_2155	id_322
id_978	id_2664
id_396	id_152
id_515	id_1562
id_1616	id_1468
id_806	id_2599
id_1115	id_2792
id_893	id_425
id_2109	id_830
id_1067	id_53
id_2323	id_2745
id_2365	id_1724
id_1480	id_2311
id_949	id_2377
id_736	id_1132
id_2150	id_1654
id_2388	id_1750
id_2323	id_2664
id_2283	id_1295
id_908	id_1654
id_9	id_2512
id_839	id_2784
id_1616	id_2702
id_806	id_188
id_2637	id_1654
id_1746	id_435
id_1048	id_1419
id_806	id_1866
id_1961	id_2364
id_1961	id_822
id_2830	id_1983
id_1971	id_1562
id_486	id_151
id_1362	id_1325
id_930	id_402
id_2155	id_401
id_1839	id_2337
id_1571	id_102
id_1755	id_120
id_1397	id_940
id_2679	id_102
id_2363	id_102
id_2259	id_1530
id_396	id_1256
id_1222	id_1103
id_2610	id_2037
id_1244	id_2389
id_1853	id_652
id_831	id_1329
id_624	id_738
id_1244	id_609
id_2530	id_2798
id_417	id_1930
id_2161	id_1012
id_611	id_2492
id_865	id_472
id_2830	id_1416
id_2725	id_307
id_893	id_1644
id_1412	id_2714
id_1397	id_606
id_827	id_198
id_1876	id_1866
id_1040	id_1271
id_265	id_789
id_1289	id_791
id_2127	id_2252
id_247	id_2320
id_1790	id_820
id_1121	id_1866
id_384	id_1084
id_1502	id_1740
id_1470	id_520
id_212	id_520
id_2830	id_1116
id_2708	id_784
id_2610	id_231
id_2363	id_483
id_417	id_365
id_1536	id_2792
id_1357	id_1012
id_1755	id_1866
id_1971	id_1794
id_1862	id_46
id_112	id_936
id_1412	id_1246
id_1651	id_2701
id_1186	id_2784
id_277	id_1414
id_2827	id_188
id_1688	id_365
id_865	id_1530
id_2315	id_152
id_2348	id_1387
id_112	id_735
id_1157	id_2744
id_2813	id_1725
id_191	id_1796
id_184	id_1127
id_1470	id_1236
id_415	id_113
id_806	id_1834
id_2630	id_1012
id_774	id_1774
id_1693	id_1725
id_2503	id_609
id_1357	id_2459
id_2470	id_738
id_774	id_2377
id_1121	id_2763
id_2404	id_1416
id_736	id_1793
id_459	id_2667
id_1876	id_1353
id_2393	id_1271
id_736	id_1644
id_1198	id_151
id_2083	id_2037
id_1996	id_2824
id_417	id_472
id_796	id_2046
id_1589	id_1202
id_189	id_37
id_930	id_307
id_1589	id_1464
id_1069	id_1340
id_630	id_1758
id_1041	id_264
id_1392	id_1796
id_2263	id_1738
id_2758	id_2488
id_1961	id_2417
id_1589	id_151
id_1651	id_120
id_1397	id_95
id_1043	id_1329
id_1258	id_1750
id_2395	id_2787
id_2708	id_2474
id_1996	id_71
id_2002	id_1912
id_303	id_1132
id_286	id_2075
id_1839	id_851
id_736	id_322
id_303	id_830
id_981	id_1303
id_2250	id_1750
id_5	id_375
id_2361	id_1266
id_294	id_652
id_1041	id_669
id_2348	id_142
id_945	id_528
id_146	id_2424
id_1470	id_2599
id_1790	id_133
id_1853	id_2108
id_1067	id_528
id_2663	id_2113
id_1845	id_1413
id_978	id_1740
id_205	id_2046
id_1222	id_609
id_303	id_1012
id_1394	id_2329
id_945	id_1724
id_1571	id_1731
id_1121	id_2701
id_1235	id_2436
id_2743	id_489
id_757	id_2668
id_879	id_170
id_468	id_507
id_2250	id_987
id_2326	id_1749
id_215	id_2163
id_2770	id_1834
id_2706	id_1484
id_619	id_18
id_1286	id_2702
id_879	id_982
id_580	id_1240
id_1052	id_2675
id_1839	id_435
id_2770	id_1725
id_1245	id_291
id_1829	id_2389
id_1123	id_1943
id_363	id_2824
id_1029	id_2459
id_2150	id_1743
id_1394	id_2320
id_76	id_365
id_2830	id_2075
id_2694	id_449
id_2109	id_1611
id_719	id_2600
id_2636	id_1176
id_1616	id_2675
id_2014	id_1184
id_948	id_2667
id_611	id_652
id_2353	id_606
id_978	id_2701
id_2228	id_1724
id_2218	id_2792
id_580	id_1931
id_758	id_667
id_649	id_1271
id_1115	id_968
id_2467	id_2531
id_1747	id_37
id_205	id_2834
id_1876	id_1218
id_1485	id_1731
id_879	id_1134
id_1434	id_402
id_2196	id_1414
id_1123	id_2108
id_286	id_1240
id_1069	id_322
id_1258	id_936
id_2365	id_1445
id_479	id_2320
id_2051	id_830
id_768	id_2108
id_1069	id_1725
id_150	id_520
id_2679	id_918
id_1113	id_37
id_1326	id_856
id_1853	id_152
id_1198	id_598
id_949	id_1527
id_831	id_2069
id_1201	id_2022
id_225	id_2003
id_806	id_1325
id_1115	id_784
id_624	id_620
id_1026	id_2763
id_2725	id_2430
id_2508	id_1416
id_2363	id_298
id_2051	id_2737
id_1115	id_1416
id_1157	id_2675
id_150	id_2391
id_2112	id_1611
id_2335	id_992
id_97	id_143
id_2663	id_1685
id_415	id_1725
id_2830	id_1134
id_1971	id_2115
id_624	id_2006
id_2654	id_77
id_924	id_1983
id_1113	id_582
id_837	id_2115
id_1040	id_1161
id_1945	id_188
id_689	id_120
id_757	id_722
id_1289	id_1256
id_459	id_1236
id_2355	id_254
id_277	id_1562
id_415	id_620
id_2289	id_99
id_2388	id_2252
id_155	id_2834
id_1948	id_231
id_2694	id_1218
id_768	id_254
id_2273	id_2251
id_235	id_2118
id_294	id_1507
id_704	id_718
id_1845	id_1796
id_1275	id_1445
id_2470	id_735
id_2250	id_103
id_1755	id_2763
id_1038	id_152
id_1434	id_2421
id_223	id_113
id_774	id_2762
id_2388	id_575
id_2026	id_2464
id_2397	id_1011
id_2388	id_203
id_1043	id_990
id_86	id_99
id_1237	id_1464
id_1829	id_2744
id_2760	id_1451
id_2460	id_1134
id_2717	id_2714
id_2220	id_1266
id_2487	id_1161
id_1113	id_1644
id_343	id_1364
id_363	id_1611
id_1480	id_1987
id_1396	id_2762
id_916	id_2745
id_1284	id_520
id_1282	id_918
id_2395	id_584
id_189	id_401
id_2002	id_2141
id_1830	id_1892
id_2196	id_2312
id_796	id_1917
id_1480	id_1749
id_1485	id_2313
id_2161	id_2430
id_2830	id_2763
id_682	id_2723
id_988	id_2638
id_1536	id_718
id_1470	id_2664
id_1480	id_712
id_282	id_990
id_1830	id_1414
id_2508	id_285
id_1747	id_2226
id_215	id_2551
id_1146	id_2558
id_1755	id_1303
id_945	id_2474
id_212	id_2464
id_1235	id_2421
id_2112	id_99
id_916	id_1987
id_2218	id_856
id_611	id_1409
id_161	id_1246
id_2088	id_1886
id_5	id_846
id_2743	id_784
id_225	id_2377
id_2026	id_2173
id_2101	id_1675
id_1860	id_2113
id_146	id_1464
id_2483	id_1445
id_2361	id_1388
id_1942	id_102
id_2470	id_1814
id_2083	id_1426
id_630	id_2549
id_2404	id_2380
id_2470	id_1702
id_898	id_2549
id_880	id_77
id_517	id_996
id_282	id_1644
id_2363	id_37
id_757	id_643
id_1198	id_168
